title,projectname,builder,price,per_sqft,area,status,place,rating
Residential Plot,,SANDHYALHP,1662000,"1,055 / sq ft",1575,New,Mirkhanpet,0.0
3  BHK  Apartment,,Bestpropin,17800000,"10,500 / sq ft",1704,Ready to move,Kondapur,0.0
Residential Plot,,SANDHYALHP,2280000,"1,055 / sq ft",2160,New,Meerkhanpet,0.0
Residential Plot,,SANDHYALHP,3695000,"1,055 / sq ft",3501,New,Srisailam Highway,0.0
2  BHK  Apartment,Bhavya Tulasi Vanam,Bestpropin,7600000,"6,696 / sq ft",1135,Ready to move,Kukatpally,0.0
3  BHK  Apartment,,Bestpropin,11399999,"6,858 / sq ft",1675,Ready to move,Kukatpally,0.0
2  BHK  Apartment,,Bestpropin,6350000,"5,291 / sq ft",1200,Under Construction,Chandanagar,0.0
3  BHK  Apartment,AR Green Valley,Bestpropin,13200000,"7,285 / sq ft",1815,Ready to move,Kondapur,0.0
2  BHK  Apartment,,Bestpropin,6275000,"5,295 / sq ft",1185,Ready to move,Gajularamaram,0.0
Residential Plot,,SANDHYALHP,1586000,"1,055 / sq ft",1503,New,Mirkhanpet,0.0
Residential Plot,,SANDHYALHP,1482000,"1,055 / sq ft",1404,New,Mirkhanpet,0.0
4  BHK  Apartment,Jayabheri The Peak,Epcot Downtown Ventures pvt ltd,45000000,"10,238 / sq ft",4395,Ready to move,Nanakramguda,0.0
Residential Plot,,SANDHYALHP,2109000,"1,055 / sq ft",1998,New,Kandukur,0.0
3  BHK  Apartment,NSK Exotica,Bestpropin,8600000,"5,639 / sq ft",1525,Ready to move,Kukatpally,0.0
3  BHK  Apartment,,Bestpropin,8200000,"6,639 / sq ft",1235,Ready to move,Kukatpally,0.0
4  BHK  Apartment,Bhavya Tulasi Vanam,Bestpropin,20000000,"6,250 / sq ft",3200,Ready to move,Kukatpally,0.0
2  BHK  Apartment,,Bestpropin,6330000,"4,869 / sq ft",1300,Ready to move,Gajularamaram,0.0
2  BHK  Apartment,,Bestpropin,5600000,"5,333 / sq ft",1050,Ready to move,Gajularamaram,0.0
3  BHK  Apartment,,Bestpropin,7325000,"5,327 / sq ft",1375,Ready to move,Gajularamaram,0.0
3  BHK  Apartment,,Bestpropin,7550000,"5,316 / sq ft",1420,Ready to move,Gajularamaram,0.0
3  BHK  Apartment,,Bestpropin,8200000,"6,639 / sq ft",1235,Ready to move,Kukatpally,0.0
3  BHK  Apartment,Concrete Crescent,Bestpropin,10500000,"6,169 / sq ft",1705,Ready to move,Chandanagar,0.0
4  BHK  Villa,Vessella Meadows,Epcot Downtown Ventures pvt ltd,41700000,"9,310 / sq ft",4479,Under Construction,Narsingi,0.0
Residential Plot,,SANDHYALHP,1919000,888 / sq ft,2160,New,Kandukur,0.0
Residential Plot,,SANDHYALHP,1471000,888 / sq ft,1656,New,Srisailam Highway,0.0
2  BHK  Apartment,NSK Exotica,Bestpropin,7300000,"5,934 / sq ft",1230,Ready to move,Kukatpally,0.0
3  BHK  Apartment,,Bestpropin,22300000,"10,500 / sq ft",2127,Ready to move,Kondapur,0.0
3  BHK  Apartment,AR Green Valley,Bestpropin,11000000,"7,073 / sq ft",1555,Ready to move,Kondapur,0.0
Residential Plot,,royal rajputana,8512000,"3,555 / sq ft",2394,New,Keesara,0.0
2  BHK  Apartment,Ranjay Lake Point,Bestpropin,6459999,"5,497 / sq ft",1175,Ready to move,Chandanagar,0.0
2  BHK  Apartment,,Bestpropin,5425000,"5,344 / sq ft",1015,Ready to move,Gajularamaram,0.0
2  BHK  Apartment,NSK Exotica,Bestpropin,7300000,"5,934 / sq ft",1230,Ready to move,Kukatpally,0.0
2  BHK  Apartment,,Bestpropin,6601000,"5,641 / sq ft",1170,Ready to move,Aminpur,0.0
Residential Plot,,SANDHYALHP,1791000,888 / sq ft,2016,New,Srisailam Highway,0.0
2  BHK  Apartment,,Bestpropin,5850000,"5,318 / sq ft",1100,Ready to move,Gajularamaram,0.0
2  BHK  Apartment,,Bestpropin,6850000,"5,269 / sq ft",1300,Ready to move,Gajularamaram,0.0
Residential Plot,,royal rajputana,16000000,"6,666 / sq ft",2403,New,AS Rao Nagar,0.0
Residential Plot,,royal rajputana,10400000,"3,555 / sq ft",2925,New,Shamirpet,0.0
4  BHK  Apartment,Bhavya Tulasi Vanam,Bestpropin,20000000,"6,250 / sq ft",3200,Ready to move,Kukatpally,0.0
2  BHK  Apartment,,Bestpropin,6498000,"5,601 / sq ft",1160,Under Construction,Chandanagar,0.0
2  BHK  Apartment,Nayan Nayans Nature Springs,Bestpropin,7500000,"6,000 / sq ft",1250,Under Construction,Kukatpally,0.0
3  BHK  Apartment,Nayan Nayans Nature Springs,Bestpropin,9762000,"7,100 / sq ft",1375,Ready to move,Kukatpally,0.0
2  BHK  Apartment,,Bestpropin,6875000,"5,978 / sq ft",1150,Under Construction,Chandanagar,0.0
3  BHK  Apartment,,Bestpropin,7975000,"5,907 / sq ft",1350,Under Construction,Chandanagar,0.0
2  BHK  Apartment,,Bestpropin,6573999,"5,643 / sq ft",1165,Ready to move,Aminpur,0.0
Residential Plot,,SANDHYALHP,1551000,888 / sq ft,1746,New,Meerkhanpet,0.0
2  BHK  Apartment,,Bestpropin,6275000,"5,295 / sq ft",1185,Ready to move,Gajularamaram,0.0
Residential Plot,,royal rajputana,6250000,"2,777 / sq ft",2250,New,Medchal,0.0
3  BHK  Apartment,SVS Ample Homes,Bestpropin,7975000,"5,907 / sq ft",1350,Under Construction,Chandanagar,0.0
3  BHK  Apartment,Nayan Nayans Nature Springs,Bestpropin,10300000,"6,866 / sq ft",1500,Ready to move,Kukatpally,0.0
2  BHK  Apartment,,Bestpropin,7325000,"5,327 / sq ft",1375,Ready to move,Gajularamaram,0.0
2  BHK  Apartment,,Bestpropin,6275000,"5,295 / sq ft",1185,Ready to move,Gajularamaram,0.0
2  BHK  Apartment,,Dwellin Livings Private Limited,4700000,"3,615 / sq ft",1300,Under Construction,Shankarpalli,0.0
Residential Plot,,SANDHYALHP,2128000,"1,055 / sq ft",2016,New,Mirkhanpet,0.0
Residential Plot,,SANDHYALHP,2536000,"1,055 / sq ft",2403,New,Mirkhanpet,0.0
3  BHK  Apartment,Nayan Nayans Nature Springs,Bestpropin,8125000,"6,500 / sq ft",1250,Under Construction,Kukatpally,0.0
3  BHK  Apartment,,Bestpropin,7550000,"5,316 / sq ft",1420,Ready to move,Gajularamaram,0.0
2  BHK  Apartment,Ranjay Lake Royale,Bestpropin,6300000,"5,478 / sq ft",1150,Ready to move,Chandanagar,0.0
Residential Plot,,royal rajputana,31500000,"13,888 / sq ft",2268,New,Sainikpuri,0.0
Residential Plot,,HPMS Pvt ltd,3500000,"1,944 / sq ft",1800,Resale,Ida Bollaram,0.0
2  BHK  Apartment,Hyderabad HIC Green Avenue Phase 2,Bestpropin,6859999,"7,116 / sq ft",964,Ready to move,Serilingampally,0.0
2  BHK  Apartment,Nayan Nayans Nature Springs,Bestpropin,8651000,"7,004 / sq ft",1235,Ready to move,Kukatpally,0.0
3  BHK  Apartment,,Bestpropin,7325000,"5,327 / sq ft",1375,Ready to move,Gajularamaram,0.0
2  BHK  Apartment,,Bestpropin,5850000,"5,318 / sq ft",1100,Ready to move,Gajularamaram,0.0
Residential Plot,,SANDHYALHP,4200000,"1,944 / sq ft",2160,New,Shamirpet,0.0
3  BHK  Apartment,SVS Ample Homes,Bestpropin,8800000,"5,866 / sq ft",1500,Under Construction,Chandanagar,0.0
2  BHK  Apartment,Ranjay Lake Royale,Bestpropin,6300000,"5,478 / sq ft",1150,Ready to move,Chandanagar,0.0
2  BHK  Apartment,,Bestpropin,5180000,"4,933 / sq ft",1050,Ready to move,Gajularamaram,0.0
2  BHK  Apartment,,Bestpropin,7800000,"6,527 / sq ft",1195,Ready to move,Kukatpally,0.0
2  BHK  Apartment,,Bestpropin,5700000,"5,327 / sq ft",1070,Ready to move,Gajularamaram,0.0
2  BHK  Apartment,Nayan Nayans Nature Springs,Bestpropin,8420000,"7,016 / sq ft",1200,Ready to move,Kukatpally,0.0
2  BHK  Apartment,,Bestpropin,5425000,"5,344 / sq ft",1015,Ready to move,Gajularamaram,0.0
2  BHK  Apartment,Ranjay Lake Point,Bestpropin,6459999,"5,497 / sq ft",1175,Ready to move,Chandanagar,0.0
4  BHK  Apartment,Bhavya Tulasi Vanam,Bestpropin,20000000,"6,250 / sq ft",3200,Ready to move,Kukatpally,0.0
2  BHK  Apartment,Ranjay Lake Point,Bestpropin,6459999,"5,497 / sq ft",1175,Ready to move,Chandanagar,0.0
3  BHK  Apartment,,Bestpropin,15400000,"8,962 / sq ft",1729,Ready to move,Yousufguda,0.0
2  BHK  Apartment,,Bestpropin,6442000,"5,650 / sq ft",1140,Ready to move,Aminpur,0.0
2  BHK  Apartment,AR Green Valley,Bestpropin,8700000,"7,467 / sq ft",1165,Ready to move,Kondapur,0.0
2  BHK  Apartment,AR Green Valley,Bestpropin,8700000,"7,467 / sq ft",1165,Ready to move,Kondapur,0.0
2  BHK  Apartment,NSK Exotica,Bestpropin,7300000,"5,934 / sq ft",1230,Ready to move,Kukatpally,0.0
3  BHK  Apartment,Vaibhav Arcade,Bestpropin,9564000,"6,506 / sq ft",1470,Ready to move,Miyapur,0.0
3  BHK  Apartment,,Bestpropin,7550000,"5,316 / sq ft",1420,Ready to move,Gajularamaram,0.0
2  BHK  Apartment,,Bestpropin,6498000,"5,601 / sq ft",1160,Under Construction,Chandanagar,0.0
2  BHK  Apartment,,Bestpropin,7800000,"6,527 / sq ft",1195,Ready to move,Kukatpally,0.0
2  BHK  Apartment,,Bestpropin,6468000,"5,649 / sq ft",1145,Ready to move,Aminpur,0.0
2  BHK  Apartment,Concrete Crescent,Bestpropin,7973999,"6,205 / sq ft",1285,Ready to move,Chandanagar,0.0
2  BHK  Apartment,Ranjay Lake Royale,Bestpropin,6300000,"5,478 / sq ft",1150,Ready to move,Chandanagar,0.0
3  BHK  Apartment,,Bestpropin,14100000,"6,787 / sq ft",2085,Ready to move,Kukatpally,0.0
3  BHK  Apartment,SMR Vinay Fountainhead,Bestpropin,11900000,"6,966 / sq ft",1715,Ready to move,Kukatpally,0.0
2  BHK  Apartment,,Bestpropin,5950000,"5,312 / sq ft",1120,Ready to move,Gajularamaram,0.0
2  BHK  Apartment,,Bestpropin,5700000,"5,327 / sq ft",1070,Ready to move,Gajularamaram,0.0
2  BHK  Apartment,,Bestpropin,5425000,"5,344 / sq ft",1015,Ready to move,Gajularamaram,0.0
3  BHK  Apartment,,Bestpropin,7325000,"5,327 / sq ft",1375,Ready to move,Gajularamaram,0.0
2  BHK  Apartment,AR Green Valley,Bestpropin,9225000,"7,380 / sq ft",1250,Ready to move,Kondapur,0.0
2  BHK  Apartment,,Bestpropin,5726000,"5,112 / sq ft",1120,Ready to move,Gajularamaram,0.0
3  BHK  Apartment,,Bestpropin,7325000,"5,327 / sq ft",1375,Ready to move,Gajularamaram,0.0
2  BHK  Apartment,Concrete Crescent,Bestpropin,7859999,"6,213 / sq ft",1265,Ready to move,Chandanagar,0.0
2  BHK  Apartment,,Bestpropin,6320000,"5,745 / sq ft",1100,Under Construction,Miyapur,0.0
2  BHK  Apartment,Ranjay Lake Royale,Bestpropin,6300000,"5,478 / sq ft",1150,Ready to move,Chandanagar,0.0
2  BHK  Apartment,NSK Exotica,Bestpropin,7400000,"6,016 / sq ft",1230,Ready to move,Kukatpally,0.0
3  BHK  Apartment,,Bestpropin,26000000,"10,600 / sq ft",2458,Ready to move,Kondapur,0.0
3  BHK  Apartment,,Bestpropin,21000000,"10,500 / sq ft",2008,Ready to move,Kondapur,0.0
3  BHK  Apartment,,Bestpropin,7325000,"5,327 / sq ft",1375,Ready to move,Gajularamaram,0.0
2  BHK  Apartment,,Bestpropin,7947000,"7,290 / sq ft",1090,Ready to move,Kukatpally,0.0
2  BHK  Apartment,AR Green Valley,Bestpropin,8600000,"7,107 / sq ft",1210,Ready to move,Kondapur,0.0
3  BHK  Apartment,Concrete Crescent,Bestpropin,16100000,"5,996 / sq ft",2700,Ready to move,Chandanagar,0.0
3  BHK  Apartment,Om Sri Signature,Bestpropin,8295999,"5,605 / sq ft",1480,Under Construction,Ameenpur,0.0
2  BHK  Apartment,Ranjay Lake Royale,Bestpropin,6300000,"5,478 / sq ft",1150,Ready to move,Chandanagar,0.0
2  BHK  Apartment,,Bestpropin,5850000,"5,318 / sq ft",1100,Ready to move,Gajularamaram,0.0
3  BHK  Apartment,,Bestpropin,7550000,"5,316 / sq ft",1420,Ready to move,Gajularamaram,0.0
2  BHK  Apartment,AR Green Valley,Bestpropin,9070000,"7,496 / sq ft",1210,Ready to move,Kondapur,0.0
2  BHK  Apartment,,Bestpropin,5700000,"5,327 / sq ft",1070,Ready to move,Gajularamaram,0.0
3  BHK  Apartment,,Bestpropin,13700000,"6,587 / sq ft",2085,Ready to move,Kukatpally,0.0
3  BHK  Apartment,SMR Vinay Fountainhead,Bestpropin,12600000,"6,619 / sq ft",1905,Ready to move,Kukatpally,0.0
3  BHK  Apartment,,Bestpropin,8800000,"5,866 / sq ft",1500,Under Construction,Chandanagar,0.0
3  BHK  Apartment,NSK Exotica,Bestpropin,7800000,"5,435 / sq ft",1435,Ready to move,Kukatpally,0.0
3  BHK  Apartment,,Bestpropin,11299999,"6,666 / sq ft",1695,Ready to move,Moosapet,0.0
2  BHK  Apartment,,Bestpropin,6875000,"5,978 / sq ft",1150,Under Construction,Chandanagar,0.0
3  BHK  Apartment,Bhavya Tulasi Vanam,Bestpropin,9700000,"6,689 / sq ft",1450,Ready to move,Kukatpally,0.0
3  BHK  Apartment,Makuta My Space,Bestpropin,13000000,"6,031 / sq ft",2160,Ready to move,Bachupally,0.0
2  BHK  Apartment,,Bestpropin,5950000,"5,312 / sq ft",1120,Ready to move,Gajularamaram,0.0
3  BHK  Apartment,,Bestpropin,13700000,"6,587 / sq ft",2085,Ready to move,Kukatpally,0.0
3  BHK  Apartment,,Bestpropin,11200000,"6,653 / sq ft",1695,Ready to move,Kukatpally,0.0
2  BHK  Apartment,,Bestpropin,5775000,"6,078 / sq ft",950,Under Construction,Chandanagar,0.0
3  BHK  Apartment,,Bestpropin,11299999,"6,666 / sq ft",1695,Ready to move,Moosapet,0.0
2  BHK  Apartment,,Bestpropin,6850000,"5,269 / sq ft",1300,Ready to move,Gajularamaram,0.0
2  BHK  Apartment,,Bestpropin,5206000,"4,411 / sq ft",1180,Under Construction,Indresham,0.0
3  BHK  Apartment,,Bestpropin,11000000,"6,875 / sq ft",1600,Ready to move,Kukatpally,0.0
2  BHK  Apartment,,Bestpropin,9395000,"5,693 / sq ft",1650,Under Construction,Jeedimetla,0.0
3  BHK  Apartment,,Bestpropin,13700000,"6,587 / sq ft",2085,Ready to move,Kukatpally,0.0
3  BHK  Villa,,Bestpropin,12200000,"6,663 / sq ft",1831,Ready to move,Patancheru,0.0
2  BHK  Apartment,,Bestpropin,4725000,"4,500 / sq ft",1050,Under Construction,Gajularamaram,0.0
3  BHK  Apartment,Nayan Nayans Nature Springs,Bestpropin,10300000,"6,866 / sq ft",1500,Ready to move,Kukatpally,0.0
2  BHK  Apartment,,Bestpropin,6875000,"5,978 / sq ft",1150,Under Construction,Chandanagar,0.0
3  BHK  Apartment,NSK Exotica,Bestpropin,7800000,"5,435 / sq ft",1435,Ready to move,Kukatpally,0.0
3  BHK  Apartment,,Bestpropin,8600000,"5,695 / sq ft",1510,Ready to move,Chandanagar,0.0
2  BHK  Apartment,,Bestpropin,4954000,"4,423 / sq ft",1120,Under Construction,Indresham,0.0
2  BHK  Apartment,Nayan Nature Ville,Bestpropin,7265000,"5,906 / sq ft",1230,Under Construction,Jeedimetla,0.0
3  BHK  Apartment,,Bestpropin,22300000,"10,500 / sq ft",2127,Ready to move,Kondapur,0.0
2  BHK  Apartment,AR Green Valley,Bestpropin,9225000,"7,380 / sq ft",1250,Ready to move,Kondapur,0.0
3  BHK  Apartment,,Bestpropin,13700000,"6,587 / sq ft",2085,Ready to move,Kukatpally,0.0
3  BHK  Apartment,,Bestpropin,13700000,"6,587 / sq ft",2085,Ready to move,Kukatpally,0.0
2  BHK  Apartment,,Bestpropin,5040000,"4,500 / sq ft",1120,Under Construction,Gajularamaram,0.0
2  BHK  Apartment,,Bestpropin,5425000,"5,344 / sq ft",1015,Ready to move,Gajularamaram,0.0
3  BHK  Apartment,,Bestpropin,7325000,"5,327 / sq ft",1375,Ready to move,Gajularamaram,0.0
4  BHK  Independent House,,Bestpropin,17500000,"7,408 / sq ft",2362,Ready to move,Patancheru,0.0
4  BHK  Independent House,,Bestpropin,14000000,"7,658 / sq ft",1828,Ready to move,Patancheru,0.0
3  BHK  Apartment,NSK Exotica,Bestpropin,7800000,"5,435 / sq ft",1435,Ready to move,Kukatpally,0.0
3  BHK  Villa,,Bestpropin,17000000,"7,378 / sq ft",2304,Ready to move,Patancheru,0.0
3  BHK  Apartment,,Bestpropin,13700000,"6,587 / sq ft",2085,Ready to move,Kukatpally,0.0
3  BHK  Apartment,,Bestpropin,13700000,"6,587 / sq ft",2085,Ready to move,Kukatpally,0.0
2  BHK  Apartment,,Bestpropin,4567000,"4,500 / sq ft",1015,Under Construction,Gajularamaram,0.0
2  BHK  Apartment,Reputed Builder Kousthuba Residency,Bestpropin,5000000,"4,761 / sq ft",1050,Ready to move,Gajulramaram Kukatpally,0.0
2  BHK  Apartment,,Bestpropin,5950000,"5,312 / sq ft",1120,Ready to move,Gajularamaram,0.0
1  BHK  Independent House,,Bestpropin,10000000,"8,445 / sq ft",1184,Ready to move,Patancheru,0.0
3  BHK  Villa,,Bestpropin,12500000,"7,246 / sq ft",1725,Ready to move,Patancheru,0.0
3  BHK  Apartment,NSK Exotica,Bestpropin,7800000,"5,435 / sq ft",1435,Ready to move,Kukatpally,0.0
3  BHK  Apartment,,Bestpropin,11299999,"6,666 / sq ft",1695,Ready to move,Moosapet,0.0
3  BHK  Villa,,Bestpropin,17600000,"6,676 / sq ft",2636,Ready to move,Patancheru,0.0
3  BHK  Villa,,Bestpropin,17600000,"6,676 / sq ft",2636,Ready to move,Patancheru,0.0
3  BHK  Apartment,,Bestpropin,6187000,"4,500 / sq ft",1375,Under Construction,Gajularamaram,0.0
2  BHK  Apartment,,Bestpropin,6495000,"5,647 / sq ft",1150,Ready to move,Aminpur,0.0
2  BHK  Apartment,,Bestpropin,6548000,"5,644 / sq ft",1160,Ready to move,Aminpur,0.0
3  BHK  Villa,,Bestpropin,15000000,"8,695 / sq ft",1725,Ready to move,Patancheru,0.0
2  BHK  Independent House,,Bestpropin,11000000,"9,009 / sq ft",1221,Ready to move,Patancheru,0.0
3  BHK  Apartment,NSK Exotica,Bestpropin,7800000,"5,435 / sq ft",1435,Ready to move,Kukatpally,0.0
3  BHK  Apartment,Nayan Nayans Nature Springs,Bestpropin,8700000,"5,800 / sq ft",1500,Under Construction,Kukatpally,0.0
3  BHK  Apartment,Nayan Nayans Nature Springs,Bestpropin,8700000,"5,800 / sq ft",1500,Under Construction,Kukatpally,0.0
3  BHK  Apartment,,Bestpropin,11200000,"6,653 / sq ft",1695,Ready to move,Kukatpally,0.0
2  BHK  Apartment,,Bestpropin,6601000,"5,641 / sq ft",1170,Ready to move,Aminpur,0.0
2  BHK  Apartment,,Bestpropin,5850000,"5,318 / sq ft",1100,Ready to move,Gajularamaram,0.0
2  BHK  Apartment,,Bestpropin,6573999,"5,643 / sq ft",1165,Ready to move,Aminpur,0.0
2  BHK  Apartment,,Bestpropin,6850000,"5,269 / sq ft",1300,Ready to move,Gajularamaram,0.0
2  BHK  Apartment,Ranjay Lake Royale,Bestpropin,6300000,"5,478 / sq ft",1150,Ready to move,Chandanagar,0.0
3  BHK  Apartment,Nayan Nayans Nature Springs,Bestpropin,8700000,"5,800 / sq ft",1500,Under Construction,Kukatpally,0.0
3  BHK  Apartment,Nayan Nayans Nature Springs,Bestpropin,8700000,"5,800 / sq ft",1500,Under Construction,Kukatpally,0.0
3  BHK  Apartment,,Bestpropin,9147000,"5,302 / sq ft",1725,Ready to move,Chandanagar,0.0
2  BHK  Apartment,,Bestpropin,5425000,"5,344 / sq ft",1015,Ready to move,Gajularamaram,0.0
2  BHK  Apartment,,Bestpropin,5950000,"5,312 / sq ft",1120,Ready to move,Gajularamaram,0.0
2  BHK  Apartment,,Bestpropin,6275000,"5,295 / sq ft",1185,Ready to move,Gajularamaram,0.0
2  BHK  Apartment,Ranjay Lake Royale,Bestpropin,6300000,"5,478 / sq ft",1150,Ready to move,Chandanagar,0.0
3  BHK  Apartment,Nayan Nayans Nature Springs,Bestpropin,8700000,"5,800 / sq ft",1500,Under Construction,Kukatpally,0.0
3  BHK  Apartment,,Bestpropin,11399999,"6,646 / sq ft",1730,Ready to move,Kukatpally,0.0
3  BHK  Apartment,AR Green Valley,Bestpropin,12100000,"6,836 / sq ft",1770,Ready to move,Kondapur,0.0
2  BHK  Apartment,,Bestpropin,6850000,"5,269 / sq ft",1300,Ready to move,Gajularamaram,0.0
2  BHK  Apartment,,Bestpropin,5700000,"5,327 / sq ft",1070,Ready to move,Gajularamaram,0.0
3  BHK  Apartment,Ranjay Lake Royale,Bestpropin,8975000,"5,202 / sq ft",1725,Ready to move,Chandanagar,0.0
3  BHK  Apartment,Ranjay Lake Royale,Bestpropin,8975000,"5,202 / sq ft",1725,Ready to move,Chandanagar,0.0
3  BHK  Apartment,,Bestpropin,13700000,"6,227 / sq ft",2200,Ready to move,Pragathi Nagar Kukatpally,0.0
3  BHK  Villa,,Bestpropin,11800000,"6,448 / sq ft",1830,Ready to move,Patancheru,0.0
3  BHK  Villa,,Bestpropin,11800000,"6,448 / sq ft",1830,Ready to move,Patancheru,0.0
3  BHK  Apartment,Nayan Nayans Nature Springs,Bestpropin,9348000,"5,842 / sq ft",1600,Under Construction,Kukatpally,0.0
1  BHK  Independent House,,Bestpropin,10000000,"8,445 / sq ft",1184,Ready to move,Patancheru,0.0
3  BHK  Apartment,Ranjay Lake Royale,Bestpropin,8975000,"5,202 / sq ft",1725,Ready to move,Chandanagar,0.0
2  BHK  Apartment,Nayan Nayans Nature Springs,Bestpropin,7150000,"5,500 / sq ft",1300,Under Construction,Kukatpally,0.0
3  BHK  Apartment,Nayan Nayans Nature Springs,Bestpropin,8700000,"5,800 / sq ft",1500,Under Construction,Kukatpally,0.0
Residential Plot,,Shivakumar,1451000,666 / sq ft,2178,New,Kothur,0.0
3  BHK  Apartment,,Bestpropin,9400000,"6,064 / sq ft",1550,Ready to move,Hafeezpet,0.0
2  BHK  Apartment,AR Green Valley,Bestpropin,8700000,"7,467 / sq ft",1165,Ready to move,Kondapur,0.0
4  BHK  Independent House,,Bestpropin,17500000,"7,408 / sq ft",2362,Ready to move,Patancheru,0.0
3  BHK  Apartment,Vaibhav Arcade,Bestpropin,9564000,"6,506 / sq ft",1470,Ready to move,Miyapur,0.0
3  BHK  Apartment,Nayan Nayans Nature Springs,Bestpropin,8250000,"5,500 / sq ft",1500,Under Construction,Kukatpally,0.0
3  BHK  Apartment,Nayan Nayans Nature Springs,Bestpropin,8700000,"5,800 / sq ft",1500,Under Construction,Kukatpally,0.0
Residential Plot,,Shivakumar,1452000,"1,375 / sq ft",1056,New,Kothur,0.0
Residential Plot,,Shivakumar,5000000,"4,734 / sq ft",1056,New,Shankarpally Road,0.0
3  BHK  Apartment,,Bestpropin,11500000,"6,666 / sq ft",1725,Ready to move,Patancheru,0.0
3  BHK  Apartment,SVS Ample Homes,Bestpropin,7755000,"5,919 / sq ft",1310,Under Construction,Chandanagar,0.0
3  BHK  Apartment,SVS Ample Homes,Bestpropin,7975000,"5,907 / sq ft",1350,Under Construction,Chandanagar,0.0
Residential Plot,,surender,1550000,"1,722 / sq ft",900,New,Bhongir,0.0
3  BHK  Apartment,AR Green Valley,Bestpropin,12700000,"7,195 / sq ft",1770,Ready to move,Kondapur,0.0
2  BHK  Apartment,Nayan Nayans Nature Springs,Bestpropin,6875000,"5,500 / sq ft",1250,Under Construction,Kukatpally,0.0
3  BHK  Apartment,Nayan Nayans Nature Springs,Bestpropin,8700000,"5,800 / sq ft",1500,Under Construction,Kukatpally,0.0
Residential Plot,,Shivakumar,5500000,"5,208 / sq ft",1056,New,Shankarpally Road,0.0
2  BHK  Apartment,AR Green Valley,Bestpropin,8700000,"7,467 / sq ft",1165,Ready to move,Kondapur,0.0
3  BHK  Apartment,,Bestpropin,11100000,"6,553 / sq ft",1695,Ready to move,Kukatpally,0.0
2  BHK  Apartment,,Bestpropin,6450000,"5,733 / sq ft",1125,Ready to move,Miyapur,0.0
Residential Plot,,surender,1550000,"1,722 / sq ft",900,New,Warangal highway,0.0
3  BHK  Apartment,Vaibhav Arcade,Bestpropin,9564000,"6,506 / sq ft",1470,Ready to move,Miyapur,0.0
3  BHK  Apartment,Nayan Nayans Nature Springs,Bestpropin,8700000,"5,800 / sq ft",1500,Under Construction,Kukatpally,0.0
Residential Plot,,abhinav,3200000,"1,777 / sq ft",1800,New,Choutuppal,0.0
Residential Plot,,abhinav,1600000,734 / sq ft,2178,New,Kothur,0.0
2  BHK  Apartment,,Bestpropin,5165000,"4,827 / sq ft",1070,Under Construction,Gajularamaram,0.0
3  BHK  Apartment,,Bestpropin,20299999,"10,500 / sq ft",1940,Ready to move,Kondapur,0.0
Residential Plot,,vijyalakshmi realtors,3000000,"2,222 / sq ft",1350,Resale,Batasingaram,0.0
Residential Plot,,vijyalakshmi realtors,3000000,"2,222 / sq ft",1350,Resale,Batasingaram,0.0
3  BHK  Villa,,Bestpropin,10000000,"4,340 / sq ft",2304,Ready to move,Patancheru,0.0
